Iter,Best_Result
0,2003
1,2003
2,1003
3,1003
4,1003
5,1003
6,1003
7,1003
8,1003
9,1003
10,1003
11,1003
12,1003
13,1003
14,1003
15,1003
16,1003
17,1003
18,1003
19,1003
20,1003
21,1003
22,1003
23,1003
24,1003
25,1003
26,1003
27,1003
28,1003
29,1003
30,1003
31,1003
32,1003
33,1003
34,1003
35,1003
36,1003
37,1003
38,1003
39,1003
40,1003
41,1003
42,1003
43,1003
44,1003
45,1003
46,1003
47,1003
48,1003
49,1003
50,1003
51,1003
52,1003
53,1003
54,1003
55,1003
56,1003
57,1003
58,1003
59,1003
60,1003
61,1003
62,1003
63,1003
64,1003
65,1003
66,1003
67,1003
68,1003
69,1003
70,1003
71,1003
72,1003
73,1003
74,1003
75,1003
76,1003
77,1003
78,1003
79,1003
80,1003
81,1003
82,1003
83,1003
84,1003
85,1003
86,1003
87,1003
88,1003
89,1003
90,1003
91,1003
92,1003
93,1003
94,1003
95,1003
96,1003
97,1003
98,1003
99,1003
